386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
387	0	0
386	0	0
386	0	0
371	1	0
87	1	0
60	1	0
58	1	0
56	1	0
56	1	0
55	1	0
55	1	0
55	1	0
67	0	0
53	0	0
53	0	0
54	0	0
54	0	0
55	0	0
54	0	0
54	0	0
54	0	0
52	0	1
364	0	1
377	0	1
381	0	1
383	0	1
384	0	1
415	0	1
384	0	1
385	0	1
370	0	0
381	0	0
384	0	0
385	0	0
385	0	0
386	0	0
384	0	0
385	0	0
386	0	0
386	0	0
386	0	0
385	0	0
385	0	0
385	0	0
386	0	0
386	0	0
384	0	0
385	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
385	0	0
385	0	0
385	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
387	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
406	0	0
385	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
369	1	0
71	1	0
43	1	0
39	1	0
38	1	0
37	1	0
36	1	0
36	1	0
36	1	0
40	0	0
40	0	0
35	0	0
36	0	0
34	0	0
35	0	0
35	0	0
35	0	0
34	0	0
44	0	1
358	0	1
374	0	1
380	0	1
382	0	1
383	0	1
384	0	1
384	0	1
384	0	1
371	0	0
382	0	0
371	0	0
385	0	0
385	0	0
385	0	0
382	0	0
386	0	0
385	0	0
385	0	0
385	0	0
386	0	0
385	0	0
385	0	0
386	0	0
385	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
384	0	0
385	0	0
385	0	0
386	0	0
386	0	0
385	0	0
385	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
385	0	0
385	0	0
385	0	0
386	0	0
384	0	0
385	0	0
385	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
384	0	0
386	0	0
385	0	0
385	0	0
385	0	0
386	0	0
386	0	0
386	0	0
385	0	0
385	0	0
386	0	0
386	0	0
385	0	0
375	1	0
51	1	0
30	1	0
26	1	0
24	1	0
24	1	0
23	1	0
22	1	0
22	1	0
12	0	0
21	0	0
21	0	0
21	0	0
21	0	0
21	0	0
21	0	0
21	0	0
22	0	0
36	0	1
359	0	1
374	0	1
379	0	1
382	0	1
382	0	1
383	0	1
384	0	1
384	0	1
368	0	0
381	0	0
377	0	0
384	0	0
384	0	0
385	0	0
385	0	0
385	0	0
386	0	0
385	0	0
385	0	0
386	0	0
385	0	0
385	0	0
385	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
385	0	0
385	0	0
386	0	0
385	0	0
386	0	0
386	0	0
385	0	0
385	0	0
386	0	0
385	0	0
385	0	0
385	0	0
386	0	0
385	0	0
385	0	0
385	0	0
385	0	0
386	0	0
386	0	0
385	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
387	0	0
386	0	0
386	0	0
386	0	0
363	1	0
84	1	0
48	1	0
45	1	0
44	1	0
42	1	0
41	1	0
42	1	0
42	1	0
46	0	0
38	0	0
41	0	0
41	0	0
41	0	0
41	0	0
41	0	0
41	0	0
41	0	0
44	0	1
362	0	1
375	0	1
380	0	1
382	0	1
383	0	1
384	0	1
384	0	1
384	0	1
374	0	0
382	0	0
385	0	0
385	0	0
385	0	0
385	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
384	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
387	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
387	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
369	1	0
378	1	0
386	1	0
385	1	0
385	1	0
386	1	0
386	1	0
386	1	0
385	1	0
373	0	0
380	0	0
384	0	0
384	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
367	0	1
379	0	1
384	0	1
386	0	1
386	0	1
386	0	1
386	0	1
386	0	1
384	0	1
374	0	0
382	0	0
382	0	0
385	0	0
385	0	0
386	0	0
385	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
379	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
381	0	0
385	0	0
386	0	0
386	0	0
385	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
380	0	0
385	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
382	0	0
385	0	0
386	0	0
382	0	0
385	0	0
369	1	0
377	1	0
385	1	0
385	1	0
386	1	0
386	1	0
385	1	0
386	1	0
386	1	0
368	0	0
378	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
375	0	1
383	0	1
385	0	1
386	0	1
386	0	1
385	0	1
386	0	1
386	0	1
386	0	1
371	0	0
384	0	0
384	0	0
385	0	0
384	0	0
386	0	0
385	0	0
386	0	0
384	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
375	1	0
380	1	0
385	1	0
385	1	0
385	1	0
385	1	0
386	1	0
386	1	0
384	1	0
372	0	0
369	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
372	0	1
383	0	1
385	0	1
386	0	1
386	0	1
386	0	1
386	0	1
386	0	1
386	0	1
369	0	0
384	0	0
384	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
387	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
388	0	0
387	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
384	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
383	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
387	0	0
386	0	0
386	0	0
386	0	0
386	0	0
373	1	0
366	1	0
385	1	0
386	1	0
386	1	0
385	1	0
386	1	0
386	1	0
386	1	0
371	0	0
379	0	0
385	0	0
386	0	0
386	0	0
385	0	0
385	0	0
385	0	0
386	0	0
372	0	1
384	0	1
385	0	1
386	0	1
386	0	1
386	0	1
386	0	1
386	0	1
386	0	1
368	0	0
384	0	0
378	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
384	0	0
386	0	0
386	0	0
386	0	0
385	0	0
386	0	0
386	0	0
385	0	0
385	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
385	0	0
387	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
384	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
387	0	0
387	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
386	0	0
387	0	0
372	1	0
368	1	0
384	1	0
385	1	0
386	1	0
386	1	0
386	1	0
386	1	0
